eqid,wt,today,tonight,tmwam,dn3sttmwmd,dn1,dn4x1,cftorrrelstd_open_0,liqlog_open_0,llirpnxm_am_1,llirpnxm_dy_12to16,llirpnxm_dy_17to21,llirpnxm_dy_1to3,llirpnxm_dy_4to6,llirpnxm_dy_7to11,llirpnxm_lst15_0,llirpnxm_lsthrx15_0,llirpnxm_md_1,llirpnxm_nt_0,llirpnxm_nt_1,llirpnxm_nt_12to16,llirpnxm_nt_17to21,llirpnxm_nt_1to3,llirpnxm_nt_4to6,llirpnxm_nt_7to11,llirpnxm_pm_1,llirpnxm_toxhr_0,mocrelvol_open_1,mocrelvol_open_13to17,mocrelvol_open_18to22,mocrelvol_open_2to4,mocrelvol_open_5to7,mocrelvol_open_8to12,momr10d_open_0,momr50dx10d_open_0,moorelvol_open_0,moorelvol_open_12to16,moorelvol_open_17to21,moorelvol_open_1to3,moorelvol_open_4to6,moorelvol_open_7to11,nnetticksrelmultstdev_am_1,nnetticksrelmultstdev_dy_12to16,nnetticksrelmultstdev_dy_17to21,nnetticksrelmultstdev_dy_1to3,nnetticksrelmultstdev_dy_4to6,nnetticksrelmultstdev_dy_7to11,nnetticksrelmultstdev_lst15_0,nnetticksrelmultstdev_lsthrx15_0,nnetticksrelmultstdev_md_1,nnetticksrelmultstdev_nt_0,nnetticksrelmultstdev_nt_1,nnetticksrelmultstdev_nt_12to16,nnetticksrelmultstdev_nt_17to21,nnetticksrelmultstdev_nt_1to3,nnetticksrelmultstdev_nt_4to6,nnetticksrelmultstdev_nt_7to11,nnetticksrelmultstdev_pm_1,nnetticksrelmultstdev_toxhr_0,nnetticksrelrrsign_am_1,nnetticksrelrrsign_dy_12to16,nnetticksrelrrsign_dy_17to21,nnetticksrelrrsign_dy_1to3,nnetticksrelrrsign_dy_4to6,nnetticksrelrrsign_dy_7to11,nnetticksrelrrsign_lst15_0,nnetticksrelrrsign_lsthrx15_0,nnetticksrelrrsign_md_1,nnetticksrelrrsign_nt_0,nnetticksrelrrsign_nt_1,nnetticksrelrrsign_nt_12to16,nnetticksrelrrsign_nt_17to21,nnetticksrelrrsign_nt_1to3,nnetticksrelrrsign_nt_4to6,nnetticksrelrrsign_nt_7to11,nnetticksrelrrsign_pm_1,nnetticksrelrrsign_toxhr_0,nsameticksrelmultstdev_am_1,nsameticksrelmultstdev_dy_12to16,nsameticksrelmultstdev_dy_17to21,nsameticksrelmultstdev_dy_1to3,nsameticksrelmultstdev_dy_4to6,nsameticksrelmultstdev_dy_7to11,nsameticksrelmultstdev_lst15_0,nsameticksrelmultstdev_lsthrx15_0,nsameticksrelmultstdev_md_1,nsameticksrelmultstdev_nt_0,nsameticksrelmultstdev_nt_1,nsameticksrelmultstdev_nt_12to16,nsameticksrelmultstdev_nt_17to21,nsameticksrelmultstdev_nt_1to3,nsameticksrelmultstdev_nt_4to6,nsameticksrelmultstdev_nt_7to11,nsameticksrelmultstdev_pm_1,nsameticksrelmultstdev_toxhr_0,nsameticksrelrrsign_am_1,nsameticksrelrrsign_dy_12to16,nsameticksrelrrsign_dy_17to21,nsameticksrelrrsign_dy_1to3,nsameticksrelrrsign_dy_4to6,nsameticksrelrrsign_dy_7to11,nsameticksrelrrsign_lst15_0,nsameticksrelrrsign_lsthrx15_0,nsameticksrelrrsign_md_1,nsameticksrelrrsign_nt_0,nsameticksrelrrsign_nt_1,nsameticksrelrrsign_nt_12to16,nsameticksrelrrsign_nt_17to21,nsameticksrelrrsign_nt_1to3,nsameticksrelrrsign_nt_4to6,nsameticksrelrrsign_nt_7to11,nsameticksrelrrsign_pm_1,nsameticksrelrrsign_toxhr_0,qe_fwd1_open_0,qe_nt0_open_0,qe_prv1_open_0,qe_prv2_open_0,rel2retcfrtxm_am_1,rel2retcfrtxm_dy_12to16,rel2retcfrtxm_dy_17to21,rel2retcfrtxm_dy_1to3,rel2retcfrtxm_dy_4to6,rel2retcfrtxm_dy_7to11,rel2retcfrtxm_lst15_0,rel2retcfrtxm_lsthrx15_0,rel2retcfrtxm_md_1,rel2retcfrtxm_nt_0,rel2retcfrtxm_nt_1,rel2retcfrtxm_nt_12to16,rel2retcfrtxm_nt_17to21,rel2retcfrtxm_nt_1to3,rel2retcfrtxm_nt_4to6,rel2retcfrtxm_nt_7to11,rel2retcfrtxm_pm_1,rel2retcfrtxm_toxhr_0,relavgts70tr_close_1,relavgts70tr_close_12to16,relavgts70tr_close_17to21,relavgts70tr_close_1to3,relavgts70tr_close_4to6,relavgts70tr_close_7to11,relavgts70tr_now_0,relntrds70tr_am_1,relntrds70tr_dy_12to16,relntrds70tr_dy_17to21,relntrds70tr_dy_1to3,relntrds70tr_dy_4to6,relntrds70tr_dy_7to11,relntrds70tr_lst15_0,relntrds70tr_lsthrx15_0,relntrds70tr_md_1,relntrds70tr_nt_0,relntrds70tr_nt_1,relntrds70tr_nt_12to16,relntrds70tr_nt_17to21,relntrds70tr_nt_1to3,relntrds70tr_nt_4to6,relntrds70tr_nt_7to11,relntrds70tr_pm_1,relntrds70tr_toxhr_0,relvol_am_1,relvol_dy_12to16,relvol_dy_17to21,relvol_dy_1to3,relvol_dy_4to6,relvol_dy_7to11,relvol_lst15_0,relvol_lsthrx15_0,relvol_md_1,relvol_nt_0,relvol_nt_1,relvol_nt_12to16,relvol_nt_17to21,relvol_nt_1to3,relvol_nt_4to6,relvol_nt_7to11,relvol_pm_1,relvol_toxhr_0,rrirpnxm_am_1,rrirpnxm_dy_12to16,rrirpnxm_dy_17to21,rrirpnxm_dy_1to3,rrirpnxm_dy_4to6,rrirpnxm_dy_7to11,rrirpnxm_lst15_0,rrirpnxm_lsthrx15_0,rrirpnxm_md_1,rrirpnxm_nt_0,rrirpnxm_nt_1,rrirpnxm_nt_12to16,rrirpnxm_nt_17to21,rrirpnxm_nt_1to3,rrirpnxm_nt_4to6,rrirpnxm_nt_7to11,rrirpnxm_pm_1,rrirpnxm_toxhr_0,rrretstr_am_1,rrretstr_dy_12to16,rrretstr_dy_17to21,rrretstr_dy_1to3,rrretstr_dy_4to6,rrretstr_dy_7to11,rrretstr_lst15_0,rrretstr_lsthrx15_0,rrretstr_md_1,rrretstr_nt_0,rrretstr_nt_1,rrretstr_nt_12to16,rrretstr_nt_17to21,rrretstr_nt_1to3,rrretstr_nt_4to6,rrretstr_nt_7to11,rrretstr_pm_1,rrretstr_toxhr_0,rvdelta_am_1,rvdelta_dy_12to16,rvdelta_dy_17to21,rvdelta_dy_1to3,rvdelta_dy_4to6,rvdelta_dy_7to11,rvdelta_lst15_0,rvdelta_lsthrx15_0,rvdelta_md_1,rvdelta_nt_0,rvdelta_nt_1,rvdelta_nt_12to16,rvdelta_nt_17to21,rvdelta_nt_1to3,rvdelta_nt_4to6,rvdelta_nt_7to11,rvdelta_pm_1,rvdelta_toxhr_0,totrisklog_open_0,tr_am_1,tr_dy_12to16,tr_dy_17to21,tr_dy_1to3,tr_dy_4to6,tr_dy_7to11,tr_lst15_0,tr_lsthrx15_0,tr_md_1,tr_nt_0,tr_nt_1,tr_nt_12to16,tr_nt_17to21,tr_nt_1to3,tr_nt_4to6,tr_nt_7to11,tr_pm_1,tr_toxhr_0
24,0.003854,0.008696,0.002661,0.002526,0.016426,0.012622,0.015174,0.225145,1.810317,-0.001385,-0.002051,-0.006040,-0.006818,-0.000819,-0.002132,0.000593,-0.001292,-0.000265,-0.001648,-0.000318,0.002569,-0.009652,-0.004528,0.006414,-0.008032,-0.000284,0.000451,1.664311,0.660920,3.215267,-1.517945,3.179305,2.383674,2.244995,0.396219,-0.249543,-0.012798,-0.556806,-1.608152,-1.218455,-1.744193,0.000055,0.002978,0.003072,0.002659,0.005175,-0.002550,0.002013,0.003806,0.001208,0.000014,-0.000275,-0.003925,-0.001465,-0.000625,-0.001092,-0.005616,-0.000249,0.003622,-0.010672,-0.465636,-1.006617,-0.517566,0.333896,-0.270414,0.387766,-0.732993,-0.233574,-0.002765,0.053223,-1.720699,0.325090,0.122271,0.010921,0.819607,0.048253,0.697626,0.006592,0.005502,0.004168,0.018039,0.009225,-0.001056,0.000753,0.007744,0.005539,0.005472,0.010384,0.033856,0.045458,0.027311,0.023561,0.035717,0.001968,0.006283,-1.274983,-1.004876,-0.014355,-3.519358,1.452288,0.094577,0.144973,-1.491475,-1.071469,-1.054010,-2.008472,1.610782,-2.418393,-5.321083,0.003856,-2.891426,-0.380740,1.210216,0.000000,0.000000,0.000000,0.000000,-0.401211,-0.791308,-1.979139,-1.121838,-1.372660,1.180610,-0.550546,0.442714,0.575395,-0.502469,-0.169375,0.602979,2.030451,-0.574177,1.574607,-0.901827,-0.329330,-0.307872,0.000000,0.000000,0.000000,0.000000,2.357382,0.000000,0.000000,0.688573,0.184216,0.072998,1.250711,0.336560,0.000000,0.000000,0.591938,0.456706,0.927711,1.257513,4.850321,5.871714,3.068855,2.263340,3.713636,0.000000,0.827041,0.620856,-1.028457,-0.873713,2.790743,0.723082,-2.851668,-0.000986,0.721606,0.644409,1.000478,1.213270,5.035208,5.557681,3.151613,3.356311,4.446008,0.273627,0.850502,-0.001385,-0.015600,-0.007514,-0.025473,0.004180,-0.001349,0.001205,-0.006283,-0.006121,-0.008422,-0.007874,0.002463,-0.021184,-0.012083,0.004815,-0.009723,-0.002209,0.003455,-0.971830,0.993300,2.557786,1.466958,3.234640,-3.424200,-0.326061,1.316489,0.677565,1.132286,0.780891,-1.462950,0.578786,-0.373628,1.881548,0.368791,-0.407606,-0.387195,-0.592414,-6.063664,-6.431394,-0.360869,-2.633229,-7.297676,-0.833715,-0.128896,0.023553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.381063,-0.149976,-0.533337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.000546,-0.008584,-0.006200,-0.004811,0.008704,-0.010734,-0.003998,-0.255109,-1.007627,-0.003904,0.003437,-0.020682,0.013683,0.002327,-0.002446,0.000843,0.005375,0.004231,0.000335,-0.000262,-0.002089,0.005134,0.000648,-0.002448,-0.005654,-0.000701,-0.000291,-0.359287,-0.638282,2.341544,1.210193,2.149018,0.324626,0.809823,0.746520,-0.877681,-6.306112,-5.668855,0.193427,-0.582947,-6.223374,0.007225,0.028633,-0.027762,-0.011865,-0.022683,-0.032216,-0.000040,0.016564,0.008310,0.003498,0.001582,0.034809,0.020136,0.026445,0.006528,-0.028662,0.011845,-0.011667,-1.082148,3.204739,3.940981,2.133998,0.268727,1.199911,-0.006198,2.550976,1.244692,0.538762,-0.236980,3.236108,-2.143182,0.555096,-0.580865,1.261831,-1.774065,1.796813,0.006319,-0.049836,-0.035441,0.002342,-0.007719,-0.024094,0.008100,0.001026,0.003142,-0.006859,-0.002034,-0.034190,-0.037450,-0.010688,-0.010912,-0.033271,-0.008742,0.007275,-0.946486,-1.342252,5.023273,0.896019,1.486055,-0.255675,1.247478,0.157979,0.470535,-1.056311,0.304583,0.211725,-1.094743,0.076081,0.812184,2.235875,1.309329,-1.120305,0.000000,0.000000,0.000000,0.000000,1.108220,0.143483,-1.777914,0.018387,-1.437898,-1.200046,-0.372525,-0.441389,-0.361268,-0.161031,0.007309,-0.588240,-1.231943,-0.286538,-0.695228,-0.327052,-0.279147,-0.063936,0.289828,0.183606,1.457541,0.490650,0.204104,2.124664,0.435910,0.692740,0.000000,0.368521,0.564974,1.323626,1.661506,0.857177,0.827684,0.737568,0.000000,0.000000,0.000000,0.000000,0.000000,0.769084,0.324841,0.000000,1.192300,1.434215,-2.669476,-2.080417,3.391556,2.477659,3.596831,1.650866,1.361243,1.640685,-1.813757,-0.810558,-5.266056,-9.042040,-1.130792,-0.061115,-4.173020,-0.481622,1.970273,-0.003904,0.024784,-0.051208,0.013683,-0.010785,-0.014436,0.000843,0.007114,0.005183,0.000397,-0.001549,0.000020,0.008268,-0.000639,-0.003831,-0.012013,-0.001780,-0.000291,-0.520429,0.203029,1.116475,-0.504224,1.323378,-0.797560,-0.704736,1.063013,-0.007217,-1.220916,-0.903847,-0.898866,-3.486006,-1.972252,-1.307957,-1.970231,-0.713295,-1.249061,2.244774,2.596580,6.961623,4.522348,2.538774,7.769851,-0.249941,-0.609030,0.206470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.160075,3.784030,-0.301834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.000637,-0.004563,-0.006615,-0.019068,-0.019302,-0.032902,-0.014407,0.296151,-0.869320,0.000150,0.006679,0.011901,0.023386,0.003466,0.003341,0.002614,0.001463,0.012424,-0.000966,-0.002232,-0.002218,0.002959,-0.002611,-0.000353,-0.003110,-0.000723,-0.001964,-0.574316,3.004914,1.576587,0.928466,1.253960,0.827779,-0.462236,0.491628,0.793279,0.802800,-1.215701,0.151691,0.294879,0.944098,0.015129,0.045662,0.045699,0.024716,-0.020508,0.029715,0.003649,-0.009169,0.019187,-0.004620,0.010387,0.020333,0.024418,0.002689,0.005314,0.004010,0.000043,-0.009625,2.419937,1.463319,-0.282057,3.598746,3.877159,3.294909,0.582977,-1.464806,3.068955,0.737999,-1.661467,3.419227,0.807198,0.261250,0.786778,3.807911,-0.006910,1.537616,0.006599,-0.027675,-0.020036,0.005772,-0.010909,-0.025833,0.008766,0.011840,0.015648,0.009559,0.002944,-0.036961,-0.031212,-0.013122,-0.020958,-0.034142,0.014927,0.006726,1.055574,0.632334,-0.050087,1.069551,-0.725348,-3.735052,1.400405,1.891443,2.502942,-1.527044,-0.470952,0.451295,-1.489839,-0.630637,0.163151,-0.296832,-2.387660,-1.074442,0.000000,0.000000,0.000000,0.000000,-0.411165,-1.969178,-0.161557,0.083030,-1.006456,-1.524815,-0.508104,0.559467,-0.332846,-0.425355,-0.373967,-0.839933,-1.328890,-1.135764,-0.662742,-1.407179,-0.279853,-0.580898,0.000000,0.756389,0.885895,0.000000,1.020633,1.347534,0.000000,0.497079,0.005460,1.118254,1.320885,0.000000,1.561584,1.207633,1.903917,1.399118,1.142762,0.198102,0.206214,0.002919,0.198102,0.000000,0.157741,1.154091,1.630157,1.075595,-0.470722,2.340084,1.921793,0.481675,0.292687,1.509433,2.254868,1.627365,1.853645,0.295738,-4.251252,-1.606959,-1.503748,-1.722525,-0.950630,1.567615,2.120520,0.003492,-0.008019,0.017645,0.024250,0.000836,0.043848,0.002614,0.001463,0.012975,-0.005759,-0.005568,-0.001488,0.004149,-0.005623,0.000941,0.002756,-0.002063,-0.014599,-0.557803,-1.970418,-2.610741,-0.078145,4.036017,1.942911,0.360707,-0.845327,2.175055,0.073901,-0.044328,-0.837479,-4.304610,-1.961554,-1.681856,-2.653611,-0.592972,1.927035,0.779857,3.780530,3.947043,3.425541,2.204200,1.243317,-0.764993,0.134348,0.551770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079410,0.266875,1.099036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0.000694,-0.002581,0.007694,-0.005234,0.042341,0.003604,0.049370,-0.535496,-0.792693,-0.008760,0.000345,0.028698,-0.002047,-0.004178,0.000074,-0.000404,-0.001813,-0.001856,0.000291,0.001129,0.002062,-0.000237,0.002791,-0.001130,-0.002544,-0.000178,-0.000242,-0.223471,2.776503,1.925484,1.418102,-0.451962,2.909773,-0.546887,2.899398,0.048613,2.190769,-2.144661,-3.434287,-0.279531,-5.608310,0.004780,-0.007515,0.028147,-0.014888,0.001638,-0.026708,-0.005718,-0.012251,-0.012362,0.002199,0.008228,0.024500,-0.003623,-0.007385,0.012017,0.005832,-0.002805,-0.007030,-0.694410,0.832710,3.978264,2.794558,-0.194817,1.792416,0.829441,1.777181,1.796064,0.319042,1.195376,0.082789,-0.208135,0.838115,0.698260,3.901270,0.407465,1.019741,0.008506,-0.012420,-0.006986,-0.008931,-0.014772,-0.010994,0.000606,-0.004229,0.000833,0.011222,0.004066,-0.020977,-0.029359,0.013812,0.009445,0.012774,0.007879,0.000050,-1.235805,0.038756,-1.000322,0.127440,1.967917,1.586849,-0.087954,0.613443,-0.120976,1.627829,0.590753,-0.556284,-3.488829,-0.276224,0.202623,4.498741,-1.144632,-0.007292,0.000000,0.000000,0.000000,0.000000,2.605394,-0.697742,-0.625554,-0.048486,-1.274433,-0.660145,-0.443814,-0.629259,-0.472094,-0.362440,-0.331631,-0.728529,-1.737668,-0.706088,-0.862871,3.640996,-0.450381,-0.145411,0.000000,0.729990,1.537558,0.000000,0.000000,0.383292,0.000000,0.775929,0.383657,0.000000,0.048545,0.000000,1.966362,0.032475,0.000000,0.000000,1.395310,0.734875,0.252596,0.000000,2.348996,1.655950,3.205080,0.112795,0.392360,0.741686,-0.944840,-1.128397,-1.201786,-0.759530,1.231180,0.241320,-0.624896,-0.765110,1.416087,0.417450,-2.820031,-5.513833,0.198743,0.822995,1.439589,0.551634,0.385569,-0.008760,-0.010284,0.056084,-0.014963,-0.011497,0.012090,-0.005236,-0.007467,-0.002297,0.004635,0.008102,0.002062,0.009027,0.012661,0.002314,-0.001315,-0.002647,-0.000242,0.459749,-0.998081,1.897136,-0.505266,-1.452665,1.097285,1.626857,1.035484,-0.750741,-0.299598,0.329518,-5.388969,-3.007132,0.289550,-0.929534,-0.247656,-0.488863,-1.262504,0.324236,1.875191,4.385436,-1.400529,-1.582525,-0.208408,0.218643,-1.010465,-1.506796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.511008,-1.030518,0.612095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0.003041,-0.010742,-0.008159,-0.002219,-0.006069,-0.018861,-0.012027,0.651923,0.530786,-0.000133,-0.001133,-0.014028,0.001119,0.007954,0.007968,-0.000176,-0.000290,0.003589,0.003352,0.000081,0.002233,0.002659,-0.003623,-0.001052,-0.003201,-0.001681,0.002528,1.907355,-0.598053,1.740276,0.450317,0.831057,0.661744,-0.526256,-1.398412,-0.790552,-0.397376,0.307083,-0.345876,-1.969435,-2.279666,-0.000412,-0.014717,-0.003097,-0.002747,0.008309,-0.000376,-0.003546,-0.000950,-0.001786,-0.001423,0.001120,0.004152,0.002864,0.007414,-0.004277,0.014425,0.000296,-0.001111,0.089428,3.346584,0.172716,-0.202595,1.753305,1.714987,0.773590,0.207310,-0.387954,-0.310446,0.243219,1.225537,2.957916,-1.102177,0.887725,2.452383,-0.064306,-0.242374,-0.001178,-0.013218,-0.025875,-0.000764,-0.009163,-0.015037,-0.003512,0.007053,0.008010,-0.003868,-0.004375,-0.002485,-0.016043,-0.005285,-0.012658,-0.007690,-0.004421,-0.002906,0.255820,1.733316,3.453265,-0.217903,-1.927939,-0.804048,0.766051,-1.538503,1.739404,-0.843736,-0.950057,-0.684969,1.261628,-0.756401,-1.152169,0.244171,0.960096,-0.634012,0.000000,0.000000,0.000000,0.000000,0.221296,0.389593,0.716464,1.183439,4.604296,0.662937,-0.304181,-0.171599,3.737833,-0.339548,-0.129463,0.517169,12.047787,0.399804,-0.569311,-0.534072,-0.047701,-0.349053,0.000000,0.000000,0.000000,0.926146,0.369225,0.298831,0.000000,0.201214,0.000000,0.000000,1.309223,0.000000,0.000000,0.000000,1.458582,1.788462,0.000000,0.000000,1.052246,0.000000,0.498421,0.000000,0.000000,0.000000,0.000000,0.441189,-5.668828,-8.704208,2.811175,0.487897,-4.463696,-0.648920,2.254868,2.476597,-0.681821,-0.591412,0.973860,-1.529231,0.855431,-1.141446,1.193363,-0.831210,-0.138686,-0.005523,-0.018599,-0.017939,-0.002403,0.008530,0.036915,-0.000669,-0.000290,0.003589,0.007019,0.000081,-0.003782,-0.003501,-0.003623,-0.009724,-0.002088,-0.002789,0.002528,0.355259,2.628249,-2.272487,-2.039473,-1.183653,1.213416,-0.644605,-1.222732,-0.001969,0.995033,-1.170390,2.861669,1.167190,-2.362620,-1.694255,-3.261900,-0.068403,-0.545563,1.032601,-6.642688,-7.174977,1.955744,1.629343,-5.657060,-1.991006,2.393554,2.035408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.685426,0.543134,-0.118416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0.000320,0.004232,-0.002457,0.013642,0.068933,0.012585,0.068480,-0.737088,-1.484153,-0.001181,-0.002414,0.012423,0.008174,0.006841,-0.004152,-0.001447,0.002895,-0.002562,0.006082,0.007264,-0.001477,0.002602,0.000487,-0.002520,-0.005070,0.002618,0.006153,-0.100506,6.198596,3.334975,-0.563434,-0.922779,-1.115543,-0.601708,-0.708672,-0.465785,1.332215,-2.815267,1.734649,-0.544839,0.194120,0.015198,-0.038665,0.008869,0.049281,0.038414,-0.021467,-0.015962,-0.008066,-0.001222,0.006839,-0.007052,0.000747,0.077605,-0.019509,0.011805,-0.038000,0.022693,0.010754,-2.125975,2.227092,6.418643,6.222576,5.714517,5.172411,2.167594,-1.095352,0.170982,0.928671,-0.986410,0.860968,8.656108,0.028804,3.010156,6.002031,3.174310,1.460406,-0.002889,-0.019726,-0.034014,-0.009355,0.005266,-0.013601,-0.008416,0.005091,-0.007277,0.025496,0.001209,-0.001043,0.047850,0.007126,0.025794,-0.005405,0.001104,0.001235,0.404123,0.072937,-1.627309,-0.219683,0.796484,1.056551,1.142933,0.691311,1.017981,3.462217,0.169062,0.358069,9.005503,1.136884,-4.389494,0.830786,0.154403,0.167661,0.000000,0.000000,0.000000,0.000000,-0.434726,-1.585751,-2.272745,0.160319,-1.361575,-0.673601,-0.372886,0.729618,-0.487677,-0.034916,-0.438217,-0.272179,-1.757533,-1.311874,-0.845862,-1.966939,-0.489964,-0.523685,0.015082,0.000000,3.032020,0.015082,0.262052,0.373509,0.042057,0.065905,0.676827,0.044046,0.243417,1.471328,1.415252,0.000000,0.934014,0.000000,1.810567,0.248522,2.048889,4.125426,1.184649,2.349002,0.896912,0.000000,0.459804,0.287623,-0.181575,-1.718045,0.877442,2.736271,0.758433,-1.584701,1.556677,-0.611535,1.551963,0.330731,-0.619794,0.085588,1.227074,2.226940,0.282597,0.301050,0.998783,-0.006257,-0.037778,0.035008,0.017553,0.045138,0.014151,-0.004032,0.002895,-0.005498,0.007833,0.007264,-0.011936,-0.000919,-0.007947,-0.000641,-0.030382,0.017898,0.007318,-0.106467,1.048285,-0.101070,-0.564157,5.019206,-0.021696,0.841885,-0.492287,-0.019231,0.290336,0.119421,-0.808401,-2.662000,1.955683,3.684479,1.959353,3.152189,0.068556,-0.043109,0.438219,-1.803634,-0.349632,0.509331,0.475836,-2.877006,0.557894,-0.899157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512645,-0.553180,0.941433,0.000000,0.000000,0.000000,0.000000,0.002459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000126,0.000000
84,0.000234,-0.006169,-0.006051,-0.017058,-0.031312,-0.035237,-0.023578,-1.356316,-1.765695,0.000525,0.005305,0.001522,0.009323,0.003332,-0.000329,0.000923,0.008598,-0.001235,-0.000176,-0.001900,0.005372,-0.001599,-0.001037,-0.003861,-0.004304,0.002733,0.003635,0.805854,1.473249,0.279461,1.824941,0.344588,0.876895,-0.994207,0.723593,1.889156,-3.461607,-2.719078,-4.034475,-1.304156,-2.804212,-0.005296,0.009355,-0.008507,-0.012319,0.006017,0.000103,-0.006631,0.001919,0.013813,-0.012604,-0.019048,0.015323,-0.003718,-0.022055,0.011785,0.000056,0.007104,-0.006340,-0.663369,3.894784,-2.101221,2.747476,0.103987,2.989556,-0.842509,0.243831,-1.730256,1.601556,2.386061,1.299500,2.580655,2.018038,1.613213,0.832823,0.889854,-0.805659,-0.001814,-0.018168,-0.032166,-0.000041,-0.012884,-0.028803,0.003772,-0.006291,-0.005377,0.015664,-0.001685,-0.045988,-0.033691,-0.019335,0.001986,-0.035532,-0.004218,-0.001086,-0.227245,0.437979,-1.243525,-0.411183,-2.379956,-2.464348,0.479273,-0.799313,0.673532,-1.990309,0.211078,-0.944908,0.829579,0.186144,-0.464297,0.248608,-0.528417,-0.137966,0.000000,0.000000,0.000000,0.000000,3.752478,-1.342522,-0.356148,8.370799,-1.465918,-0.852165,4.724023,-0.611681,-0.562592,4.976892,-0.462580,-1.026714,-0.610398,-0.283715,-1.043750,-2.284629,-0.142525,-0.328174,0.000000,0.618022,0.595203,0.000000,0.622297,3.433753,0.000000,0.016079,0.669066,0.501702,0.972186,0.511999,1.043769,0.728555,0.000000,0.000000,1.750869,0.473136,0.000000,0.000000,0.473136,1.359229,0.588298,0.000000,0.000000,0.086384,1.555723,-1.516714,1.735903,0.065399,1.185131,1.087258,-1.380108,0.676731,2.079925,1.290547,-2.573721,-2.555783,-1.008344,0.488806,4.171108,-0.452391,-0.356383,0.002377,-0.008066,0.001522,-0.001687,0.009701,0.004764,0.000923,0.008598,-0.001235,-0.001194,-0.009774,0.009162,-0.015289,-0.008911,-0.003461,-0.008026,0.002733,0.003635,-0.929265,-2.601208,-1.121725,-0.558212,1.636314,-0.962400,-0.750888,1.056217,-1.051425,-1.084490,0.391118,-0.146520,1.268294,-1.805747,-0.916790,-1.610176,-0.569299,-0.669852,-1.204162,4.129444,1.039070,2.744247,-0.423407,-2.985977,1.890866,-1.023725,0.590347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.857634,-2.436308,0.575142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
